Fundo,CNPJ,Cota/Classe,Tipo,Data deliberação,Data emissão / 1ª integralização,Data encerramento/oferta,Quantidade,Volume,VNU,Remuneração,Juros/remuneração,Amortização principal,Status/evidência,Fonte,Status curadoria
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,Cotas Seniores e da Subclasse de Cotas,Sênior,22/12/2025,Não identificada na extração offline,,,,,IAÇÃO DAS COTAS ................................................ 43 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA ........................................................................................... 43 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A ................. 45 CAPÍTULO X – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO .............. 49 CAPÍTULO XI - DOS ENCARGOS DA CLASSE A ..…,IAÇÃO DAS COTAS ................................................ 43 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA ........................................................................................... 43 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A ................. 45 CAPÍTULO X – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO .............. 49 CAPÍTULO XI - DOS ENCARGOS DA CLASSE A ..…,"V – COMPOSIÇÃO DO PATRIMÔNIO DA CLASSE A E DAS EMISSÕES DE COTAS ................................................................................ 33 CAPÍTULO V – CARACTERÍSTICAS, DIREITOS, CONDIÇÕES DE SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ............................................................... 35 CAPÍTULO VI – AMORTIZAÇÃO, AMORTIZAÇÃO EXTRAORDINÁRIA E RESGATE DAS COTAS ......................................…",evento de cota,1072746_regulamento_regulamento_1072746_2025-12-22.pdf · ID 1072746 · 22/12/2025,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,Cotas Seniores emitidas em,Sênior,22/12/2025 14:00,Não identificada na extração offline,,,,,,,"e, os quais passarão a vigorar as seguintes redações: “13.7 Direito de Recompra Total dos Direitos Creditórios Cedidos . A Cedente terá a faculdade de, a seu exclusivo critério, adquirir, à vista, em moeda corrente nacional, os Direitos Creditórios Cedidos, desde que em montante ao menos superior ao necessário para o resgate da totalidade das Cotas Seniores em circulação , a partir do último ano do prazo de duração…",evento de cota,1072737_assembleia_assembleia_1072737_2025-12-22.pdf · ID 1072737 · 22/12/2025 14:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
ESTRATÉGIA VINCULADA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,54.559.035/0001-94,1ª série,,05/04/2024,Não identificada na extração offline,,,"R$ 1,00",,"2015, conforme alterada e/ou qualquer normativo que venha a substitui-la. “Cotas” Significam, em conjunto, as Subclasses de cotas da Classe Única do Fundo, representativas de frações ideais do patrimônio da Classe Única, cujas c aracterísticas e direitos, bem como as condições de emissão, subscrição, integralização, remuneração, amortização e resgate estarão descritas no Anexo Descritivo da Classe Única, no respecti…","2015, conforme alterada e/ou qualquer normativo que venha a substitui-la. “Cotas” Significam, em conjunto, as Subclasses de cotas da Classe Única do Fundo, representativas de frações ideais do patrimônio da Classe Única, cujas c aracterísticas e direitos, bem como as condições de emissão, subscrição, integralização, remuneração, amortização e resgate estarão descritas no Anexo Descritivo da Classe Única, no respecti…","alterada e/ou qualquer normativo que venha a substitui-la. “Cotas” Significam, em conjunto, as Subclasses de cotas da Classe Única do Fundo, representativas de frações ideais do patrimônio da Classe Única, cujas c aracterísticas e direitos, bem como as condições de emissão, subscrição, integralização, remuneração, amortização e resgate estarão descritas no Anexo Descritivo da Classe Única, no respectivo Apêndice das…",evento de cota,634437_regulamento_regulamento_634437_2024-04-05.pdf · ID 634437 · 05/04/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
ESTRATÉGIA VINCULADA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,54.559.035/0001-94,Cotas Seniores do Fundo,Sênior,05/04/2024,Não identificada na extração offline,,,"R$ 253.213.991,00",,,,,emissão,634469_emissao_emissao_634469_2024-04-05.pdf · ID 634469 · 05/04/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
ESTRATÉGIA VINCULADA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,54.559.035/0001-94,,,23/04/2024,Não identificada na extração offline,,,"R$ 253.213.991,00",,,,,emissão,664160_emissao_emissao_664160_2024-04-23.pdf · ID 664160 · 23/04/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,1ª SÉRIE,,21/05/2024,Não identificada na extração offline,,,"R$ 1.520.000.000,00",,,,"es das circunstâncias, revogação, modificação, suspensão ou cancelamento da Oferta, tal cronograma poderá ser alterado. Para informações sobre manifestação de aceitação à Oferta, manifestação de revogação da aceitação à Oferta, modificação da Oferta, suspensão da Oferta e cancelamento ou revogação da Oferta, e sobre os prazos, termos, condições e forma para devolução e reembolso dos valores dados em contrapartida às…",emissão,666840_emissao_emissao_666840_2024-05-21.pdf · ID 666840 · 21/05/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,Cotas Subordinadas Juniores aprovado no,Subordinada,21/05/2024,Não identificada na extração offline,,,"R$ 1.000,00",,"O DE COTAS SUBORDINADAS JUNIORES Suplemento nº 01 referente à 1ª (primeira) Emissão de Cotas Subordinadas Juniores, realizada nos termos do Regulamento do ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS. 1. Prazo. O prazo de duração das Cotas Subordinadas Júnior é indeterminado. 2. Benchmark (Meta de rentabilidade). As Cotas Subordinadas Júnior não possuirão uma de rentabilidade (benchmark). 2.1. Não exi…","O DE COTAS SUBORDINADAS JUNIORES Suplemento nº 01 referente à 1ª (primeira) Emissão de Cotas Subordinadas Juniores, realizada nos termos do Regulamento do ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS. 1. Prazo. O prazo de duração das Cotas Subordinadas Júnior é indeterminado. 2. Benchmark (Meta de rentabilidade). As Cotas Subordinadas Júnior não possuirão uma de rentabilidade (benchmark). 2.1. Não exi…","6.3. A Administradora deverá observar, inclusive na hipótese acima, aos Índices de Subordinação. 6.4. Os Coordenadores poderão encerrar a Oferta, a seu exclusivo critério, caso seja atingido o Montante Mínimo, poderá se dar por encerrado o período de distribuição e a Oferta. O saldo não colocado será cancelado. 7. Amortização e resgate. As Cotas Subordinadas Júnior serão amortizadas segundo Regime de Caixa, em perio…",evento de cota,666751_regulamento_regulamento_666751_2024-05-21.pdf · ID 666751 · 21/05/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,1ª Série,,22/05/2024,Não identificada na extração offline,,,"R$ 1.000,00",,"meira) Série de Cotas Seniores, realizada nos termos do Regulamento do ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS. 1. Prazo. O prazo de duração da 1ª (primeira) Série de Cotas Seniores é de até 12 0 (cento e vinte) meses, contados da data da primeira integralização das Cotas. 2. Benchmark (Meta de rentabilidade). As Cotas Seniores da 1ª (primeira) Série possuirão uma meta de rentabilidade (benchmark…","meira) Série de Cotas Seniores, realizada nos termos do Regulamento do ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS. 1. Prazo. O prazo de duração da 1ª (primeira) Série de Cotas Seniores é de até 12 0 (cento e vinte) meses, contados da data da primeira integralização das Cotas. 2. Benchmark (Meta de rentabilidade). As Cotas Seniores da 1ª (primeira) Série possuirão uma meta de rentabilidade (benchmark…","to de Cotas Seniores da 1ª Série aprovado por meio do IPA 1, de forma que tais itens deverão constar com as seguintes redações: “1. Prazo. O prazo de duração da 1ª (primeira) Série de Cotas Seniores é de até 120 (cento e vinte) meses, contados da data da primeira integralização das Cotas.” “7.2. Considerando que a amortização das Cotas Seniores da 1ª (primeira) Série ocorrerá em Regime de Caixa, as Cotas Seniores po…",evento de cota,666836_regulamento_regulamento_666836_2024-05-22.pdf · ID 666836 · 22/05/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
ESTRATÉGIA VINCULADA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.070.804/0001-59,Cotas Seniores do,Sênior,22/05/2024,Não identificada na extração offline,,,"R$ 850.000.000,00",,,,,emissão,667196_emissao_emissao_667196_2024-05-22.pdf · ID 667196 · 22/05/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
ESTRATÉGIA VINCULADA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.070.804/0001-59,,,07/10/2024,Não identificada na extração offline,,,"R$ 689.269.880,00",,,,,emissão,758570_emissao_emissao_758570_2024-10-07.pdf · ID 758570 · 07/10/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,cotas seniores,Sênior,04/06/2024,Não identificada na extração offline,,,"R$ 1.000,00",,"CREDITÓRIOS"" (""Classe A ""), classe de cotas constituída sob condomínio fechado, com prazo de duração indeterminado e com limitação da responsabilidade dos cotistas ao valor por eles subscritos , composta por cotas que terão suas características e direitos, assim como as condições de emissão, subscrição, integralização, remuneração, amortização e resgate das subclasses de cotas seniores, cotas subordinadas mezanino e…","CREDITÓRIOS"" (""Classe A ""), classe de cotas constituída sob condomínio fechado, com prazo de duração indeterminado e com limitação da responsabilidade dos cotistas ao valor por eles subscritos , composta por cotas que terão suas características e direitos, assim como as condições de emissão, subscrição, integralização, remuneração, amortização e resgate das subclasses de cotas seniores, cotas subordinadas mezanino e…","(""Classe A ""), classe de cotas constituída sob condomínio fechado, com prazo de duração indeterminado e com limitação da responsabilidade dos cotistas ao valor por eles subscritos , composta por cotas que terão suas características e direitos, assim como as condições de emissão, subscrição, integralização, remuneração, amortização e resgate das subclasses de cotas seniores, cotas subordinadas mezanino e cotas subord…",evento de cota,677870_assembleia_assembleia_677870_2024-06-04.pdf · ID 677870 · 04/06/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,COTAS SENIORES,Sênior,07/06/2024,Não identificada na extração offline,,,"R$ 195.134.000,00",,,,,emissão,678446_emissao_emissao_678446_2024-06-07.pdf · ID 678446 · 07/06/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,cotas subordinadas,Subordinada,07/06/2024,Não identificada na extração offline,,,"R$ 1.000,00",,"OS CREDITÓRIOS"" (""Classe A""), classe de cotas constituída sob condomínio fechado, com prazo de duração indeterminado e com limitação da responsabilidade dos cotistas ao valor por eles subscritos, composta por cotas que terão suas características e direitos, assim como as condições de emissão, subscrição, integralização, remuneração, amortização e resgate das subclasses de cotas seniores, cotas subordinadas mezanino…","OS CREDITÓRIOS"" (""Classe A""), classe de cotas constituída sob condomínio fechado, com prazo de duração indeterminado e com limitação da responsabilidade dos cotistas ao valor por eles subscritos, composta por cotas que terão suas características e direitos, assim como as condições de emissão, subscrição, integralização, remuneração, amortização e resgate das subclasses de cotas seniores, cotas subordinadas mezanino…",""" (""Classe A""), classe de cotas constituída sob condomínio fechado, com prazo de duração indeterminado e com limitação da responsabilidade dos cotistas ao valor por eles subscritos, composta por cotas que terão suas características e direitos, assim como as condições de emissão, subscrição, integralização, remuneração, amortização e resgate das subclasses de cotas seniores, cotas subordinadas mezanino e cotas subord…",evento de cota,677886_assembleia_assembleia_677886_2024-06-07.pdf · ID 677886 · 07/06/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,cotas subordinadas júnior da,Subordinada,11/06/2024,Não identificada na extração offline,,,"R$ 1.000,00",,"ANEXO B SUPLEMENTO DE COTAS SUBORDINADAS JÚNIOR Suplemento nº 1 referente à 1ª Emissão de Cotas Subordinadas Júnior, emitida nos termos do Regulamento do QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS 1. Prazo. O prazo de duração das Cotas Subordinadas Júnior é indeterminado. 2. Benchmark (Meta de rentabilidade). As Cotas Subordinadas Júnior não possuirão uma meta de rentabilidade (benchmark). 2.1. Não…","ANEXO B SUPLEMENTO DE COTAS SUBORDINADAS JÚNIOR Suplemento nº 1 referente à 1ª Emissão de Cotas Subordinadas Júnior, emitida nos termos do Regulamento do QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS 1. Prazo. O prazo de duração das Cotas Subordinadas Júnior é indeterminado. 2. Benchmark (Meta de rentabilidade). As Cotas Subordinadas Júnior não possuirão uma meta de rentabilidade (benchmark). 2.1. Não…","em comum acordo com a Classe A, a Gestora e a Administradora, atingido o patamar mínimo de distribuição de qualquer quantidade de Cotas Subordinadas Júnior da 1ª Emissão, poderá se dar por encerrado o período de distribuição de Cotas Subordinadas Júnior da 1ª Emissão e a Oferta. O saldo não colocado será cancelado. 7. Amortização e resgate. As Cotas Subordinadas Júnior serão amortizadas segundo Regime de Caixa, em p…",evento de cota,677888_regulamento_regulamento_677888_2024-06-11.pdf · ID 677888 · 11/06/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,1ª SÉRIE,,12/06/2024,Não identificada na extração offline,,,"R$ 1.000,00",,,,,emissão,678447_emissao_emissao_678447_2024-06-12.pdf · ID 678447 · 12/06/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Cotas SenioresSignificam as cotas integrantes da Subclasse Sênio,Sênior,02/12/2024 11:00,Não identificada na extração offline,,,,,"ões gerais da cessão de Direitos Creditórios ao Fundo e/ou à Classe, quando aplicável.CotasSignifica, em conjunto, as Subclasses de cotas da Classe Única do Fundo, representativas de frações ideais do patrimônio da Classe Única, cujas características e direitos, bem como as condições de emissão, subscrição, integralização, remuneração, amortização e resgate estarão descritas no Anexo da Classe Únicae nos respectivos…","ões gerais da cessão de Direitos Creditórios ao Fundo e/ou à Classe, quando aplicável.CotasSignifica, em conjunto, as Subclasses de cotas da Classe Única do Fundo, representativas de frações ideais do patrimônio da Classe Única, cujas características e direitos, bem como as condições de emissão, subscrição, integralização, remuneração, amortização e resgate estarão descritas no Anexo da Classe Únicae nos respectivos…","iro e de Capitais. Agente de CobrançaInstituição que poderá ser contratada pela Gestora, em nome do Fundo, para cobrança extraordinária dos Direitos Creditórios cedidos que venham a ser inadimplidos, nos termos dispostos neste Regulamento. 7 Alocação MínimaTem seu significado atribuído no Artigo 6.3 doAnexo da Classe Única.Amortização ExtraordináriaTem seu significado atribuído no Artigo 4.25 doAnexo da Classe Única…",evento de cota,793131_assembleia_assembleia_793131_2024-12-02.pdf · ID 793131 · 02/12/2024 11:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Cotas Seniores” Significam as cotas integrantes da Subclasse Sên,Sênior,02/12/2024,Não identificada na extração offline,,,,,"cessão de Direitos Creditórios ao Fundo e/ou à Classe, quando aplicável. “Cotas” Significa, em conjunto, as Subclasses de cotas da Classe Única do Fundo, representativas de frações ideais do patrimônio da Classe Única, cujas características e direitos, bem como as condições de emissão, subscrição, integralização, remuneração, amortização e resgate estarão descritas no Anexo da Classe Única e nos respectivos Suplemen…","cessão de Direitos Creditórios ao Fundo e/ou à Classe, quando aplicável. “Cotas” Significa, em conjunto, as Subclasses de cotas da Classe Única do Fundo, representativas de frações ideais do patrimônio da Classe Única, cujas características e direitos, bem como as condições de emissão, subscrição, integralização, remuneração, amortização e resgate estarão descritas no Anexo da Classe Única e nos respectivos Suplemen…","Cobrança” Instituição que poderá ser contratada pela Gestora, em nome do Fundo, para cobrança extraordinária dos Direitos Creditórios cedidos que venham a ser inadimplidos, nos termos dispostos neste Regulamento. 3 “Alocação Mínima” Tem seu significado atribuído no Artigo 6.3 do Anexo da Classe Única. “Amortização Extraordinária” Tem seu significado atribuído no Artigo 4.25 do Anexo da Classe Única. “Anexo da Classe…",evento de cota,793132_regulamento_regulamento_793132_2024-12-02.pdf · ID 793132 · 02/12/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,1ª SÉRIE,,10/12/2024,Não identificada na extração offline,,,"R$ 195.134.000,00",,,,"il centro e trinta e quatro) Cotas (conforme abaixo definido), todas nominativas e escriturais, de emissão da CLASSE A – RESPONSABILIDADE LIMITADA DO QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, classe de fundo de investimento em direitos creditórios, constituída sob a forma de condomínio fechado , com prazo indeterminado de duração e com limitação da responsabilidade dos cotistas ao valor por eles…",emissão,798348_emissao_emissao_798348_2024-12-10.pdf · ID 798348 · 10/12/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,cotas seniores,Sênior,20/01/2025 11:00,Não identificada na extração offline,,,,,,,", Pinheiros, CEP 05425-020, na qualidade de administradora da CLASSE A RESPONSABILIDADE LIMITADA - DO QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, classe única de investimento em direitos creditórios do QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS Fundosob a forma de condomínio fechado, com prazo indeterminado de duração e limitação da responsabilidade de seus cotistas ao valor por e…",evento de cota,823271_assembleia_assembleia_823271_2025-01-20.pdf · ID 823271 · 20/01/2025 11:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,1ª Série,,04/09/2025 10:00,Não identificada na extração offline,,,"R$1 ,00",,"ginadas por originadores distintos do Originador; (ii) alteração das características da 1ª (primeira) série de Cotas Seniores (“Cotas Seniores 1ª Série”), para (a) prever cronograma de pagamentos de amortização das Cotas Seniores (em linha com o previsto no item i acima); bem como (b) refletir novo Benchmark (Meta de Rentabilidade) das Cotas Seniores 1ª Série, que passarão a observar o Suplemento previsto no Anexo I…","ginadas por originadores distintos do Originador; (ii) alteração das características da 1ª (primeira) série de Cotas Seniores (“Cotas Seniores 1ª Série”), para (a) prever cronograma de pagamentos de amortização das Cotas Seniores (em linha com o previsto no item i acima); bem como (b) refletir novo Benchmark (Meta de Rentabilidade) das Cotas Seniores 1ª Série, que passarão a observar o Suplemento previsto no Anexo I…","tempos (“ Resolução CVM 175”). Presentes, ainda, os representantes da Administradora e da Gestora. 3. COMPOSIÇÃO DA MESA: Presidente: [•]; e Secretário: [•]. 4. ORDEM DO DIA: Deliberar acerca da: (i) alteração do regulamento do Fundo (“Regulamento”), com o objetivo, dentre outros, de: (a) incluir a previsão de amortização das Cotas Seniores conforme cronograma a ser previsto no Suplemento da respectiva emissão de Co…",evento de cota,984904_assembleia_assembleia_984904_2025-09-04.pdf · ID 984904 · 04/09/2025 10:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,2ª Série,,04/09/2025,Não identificada na extração offline,,,"R$ 1,00",,,,,emissão,984909_emissao_emissao_984909_2025-09-04.pdf · ID 984909 · 04/09/2025,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,,,09/09/2025,Não identificada na extração offline,,,"R$ 131.161.053,00",,,,,emissão,987420_emissao_emissao_987420_2025-09-09.pdf · ID 987420 · 09/09/2025,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,Cotas Seniores,Sênior,16/07/2024,Não identificada na extração offline,,,"R$1.000,00",,"issão de Cotas Seniores e Cotas Subordinadas Mezanino, bem como suas consolidações por Cotas Seniores e por Cotas Subordinadas Mezanino: (1) Valor Principal de Referência Anterior; (2) Valor Unitário de Referência Corrigido Antes da Amortização; (3) Metas de Amortização de Principal; (4) Limites Superiores de Remuneração; (5) Metas de Amortização; (6) Parâmetros de Ponderação de Risco; (7) Excesso de Retorno Mínimo…","issão de Cotas Seniores e Cotas Subordinadas Mezanino, bem como suas consolidações por Cotas Seniores e por Cotas Subordinadas Mezanino: (1) Valor Principal de Referência Anterior; (2) Valor Unitário de Referência Corrigido Antes da Amortização; (3) Metas de Amortização de Principal; (4) Limites Superiores de Remuneração; (5) Metas de Amortização; (6) Parâmetros de Ponderação de Risco; (7) Excesso de Retorno Mínimo…","nto; (iv) monitorar, nos termos previstos neste Regulamento, os patamares exigidos com relação aos parâmetros abaixo, com base em relatórios previamente acordados com o Custodiante e com a Gestora, conforme aplicável: (a) Índices de Subordinação; (b) Alocação Mínima; (c) Reserva de Liquidez; (d) Reserva de Amortização; e (e) Reserva de Despesas e Encargos; (v) no caso de liquidação judicial ou extrajudicial, dissolu…",evento de cota,701561_assembleia_assembleia_701561_2024-07-16.pdf · ID 701561 · 16/07/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,1a Série,,27/08/2024,Não identificada na extração offline,,,"R$ 11.550.000,00",,"da distribuição deve ser realizada no prazo máximo de 180 (cento e oitenta) dias, contado da data de divulgação do Anúncio de Início Data de Resgate: 60 (sessenta) meses a contar da 1ª Data de Integralização de Cotas Seniores da 1ª série Sobretaxa Sênior: 2,20% (dois inteiros e vinte décimos por cento) Meta de Remuneração: Taxa DI, acrescida de Sobretaxa Sênior, da seguinte forma: As Cotas Seniores serão valoradas d…","da distribuição deve ser realizada no prazo máximo de 180 (cento e oitenta) dias, contado da data de divulgação do Anúncio de Início Data de Resgate: 60 (sessenta) meses a contar da 1ª Data de Integralização de Cotas Seniores da 1ª série Sobretaxa Sênior: 2,20% (dois inteiros e vinte décimos por cento) Meta de Remuneração: Taxa DI, acrescida de Sobretaxa Sênior, da seguinte forma: As Cotas Seniores serão valoradas d…","a 1ª série até a data de resgate das Cotas Seniores da 1ª série, nos termos do Regulamento. A Meta de Remuneração será determinada através da apropriação diária, sob forma de capitalização composta, com base em um ano de 252 (duzentos e cinquenta e dois) Dias Úteis, da Taxa DI, acrescida de Sobretaxa Sênior Meta de Amortização de Principal: com relação a cada Data de Pagamento: durante o Período de Carência: 0% do V…",evento de cota,727048_regulamento_regulamento_727048_2024-08-27.pdf · ID 727048 · 27/08/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,Cotas Seniores e as Cotas,Sênior,27/08/2024,Não identificada na extração offline,,,"R$1.000.000,00",,"issão de Cotas Seniores e Cotas Subordinadas Mezanino, bem como suas consolidações por Cotas Seniores e por Cotas Subordinadas Mezanino: (1) Valor Principal de Referência Anterior; (2) Valor Unitário de Referência Corrigido Antes da Amortização; (3) Metas de Amortização de Principal; (4) Limites Superiores de Remuneração; (5) Metas de Amortização; (6) Parâmetros de Ponderação de Risco; (7) Excesso de Retorno Mínimo…","issão de Cotas Seniores e Cotas Subordinadas Mezanino, bem como suas consolidações por Cotas Seniores e por Cotas Subordinadas Mezanino: (1) Valor Principal de Referência Anterior; (2) Valor Unitário de Referência Corrigido Antes da Amortização; (3) Metas de Amortização de Principal; (4) Limites Superiores de Remuneração; (5) Metas de Amortização; (6) Parâmetros de Ponderação de Risco; (7) Excesso de Retorno Mínimo…","nto; (iv) monitorar, nos termos previstos neste Regulamento, os patamares exigidos com relação aos parâmetros abaixo, com base em relatórios previamente acordados com o Custodiante e com a Gestora, conforme aplicável: (a) Índices de Subordinação; (b) Alocação Mínima; (c) Reserva de Liquidez; (d) Reserva de Amortização; e (e) Reserva de Despesas e Encargos; (v) no caso de liquidação judicial ou extrajudicial, dissolu…",evento de cota,727051_regulamento_regulamento_727051_2024-08-27.pdf · ID 727051 · 27/08/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,Cotas Seniores”) e,Sênior,27/09/2024,Não identificada na extração offline,,,"R$ 140.250.000,00",,"RACIDADE DAS INFORMAÇÕES PRESTADAS OU EM JULGAMENTO SOBRE A QUALIDADE DA CLASSE, DO FUNDO OU, AINDA, DAS COTAS OFERTADAS A SEREM DISTRIBUÍDAS. A OFERTA NÃO CONTA COM GARANTIA DO COORDENADOR LÍDER , DA ADMINISTRADORA, D O GESTOR OU DE QUALQUER MECANISMO DE SEGURO, OU DO FUNDO GARANTIDOR DE CRÉDITOS – FGC. QUALQUER RENTABILIDADE PREVISTA NOS DOCUMENTOS DA OFERTA NÃO REPRESENTA E NEM DEVERÁ SER CONSIDERADA, A QUALQUER…","RACIDADE DAS INFORMAÇÕES PRESTADAS OU EM JULGAMENTO SOBRE A QUALIDADE DA CLASSE, DO FUNDO OU, AINDA, DAS COTAS OFERTADAS A SEREM DISTRIBUÍDAS. A OFERTA NÃO CONTA COM GARANTIA DO COORDENADOR LÍDER , DA ADMINISTRADORA, D O GESTOR OU DE QUALQUER MECANISMO DE SEGURO, OU DO FUNDO GARANTIDOR DE CRÉDITOS – FGC. QUALQUER RENTABILIDADE PREVISTA NOS DOCUMENTOS DA OFERTA NÃO REPRESENTA E NEM DEVERÁ SER CONSIDERADA, A QUALQUER…",,emissão,749953_emissao_emissao_749953_2024-09-27.pdf · ID 749953 · 27/09/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
