Fundo,CNPJ,Data,Classe/Série,Evento,Volume,Remuneração,Amortização/Vencimento,Fonte
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,,3ª Série,evento de cota,"R$111.000.000,00","Não será admitida a distribuição parcial das Cotas Seniores da 3ª Série no âmbito da Oferta. Data de Resgate: 60 (sessenta) meses a contar da 1ª Data de Integralização de Cotas Seniores da 3ª Série. Sobretaxa Sênior: 1,50% a.a. (um inteiro e cinquenta centésimos por cento ao ano) (“Sobretaxa Sênior”). Meta de Remuneração: Taxa DI, acrescida de Sobretaxa Sênior, da seguinte forma: As Cotas Seniores da 3ª Série serão…","a 3ª Série até a data de resgate das Cotas Seniores, nos termos do item 14 do Regulamento. A Meta de Remuneração será determinada através da apropriação diária, sob forma de capitalização composta, com base em um ano de 252 (duzentos e cinquenta e dois) Dias Úteis, da Taxa DI, acrescida de Sobretaxa Sênior. Meta de Amortização de Principal: Com relação a cada Data de Pagamento: (i) durante o Período de Carência : 0%…",1158589_assembleia_assembleia_1158589_2026-04-06.pdf
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,,3ª Série,evento de cota,"R$120.000.000,00","CUJO IMPLEMENTO NÃO DEPENDA DE ATUAÇÃO DIRETA OU INDIRETA DAS OFERTANTES OU DE PESSOAS A ELA VINCULADAS, NOS TERMOS DO ARTIGO 58 DA RESOLUÇÃO CVM 160. A OFERTA NÃO CONTA COM GARANTIA DO COORDENADOR LÍDER, DA ADMINISTRADORA, DO GESTOR OU DE QUALQUER MECANISMO DE SEGURO, OU DO FUNDO GARANTIDOR DE CRÉDITOS - FGC. QUALQUER RENTABILIDADE PREVISTA NOS DOCUMENTOS DA OFERTA NÃO REPRESENTA E NEM DEVERÁ SER CONSIDERADA, A QUA…","o naquilo em que forem afetados pelos fatos aqui comunicados. O Coordenador Líder esclarece que, até a data de divulgação deste Comunicado ao Mercado, não foram recebidas quaisquer intenções e/ou ordens de investimento nas Cotas. Desta forma, nos termos do artigo 69 da Resolução CVM 160, não será aplicável a concessão de prazo para desistência aos Investidores Profissionais, inclusive aqueles considerados Pessoas Vi…",1157507_evento_evento_1157507_2026-04-08.pdf
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,,3ª Série,emissão,"R$120.000.000,00","CUJO IMPLEMENTO NÃO DEPENDA DE ATUAÇÃO DIRETA OU INDIRETA DAS OFERTANTES OU DE PESSOAS A ELA VINCULADAS, NOS TERMOS DO ARTIGO 58 DA RESOLUÇÃO CVM 160. A OFERTA NÃO CONTA COM GARANTIA DO COORDENADOR LÍDER, DA ADMINISTRADORA, DO GESTOR OU DE QUALQUER MECANISMO DE SEGURO, OU DO FUNDO GARANTIDOR DE CRÉDITOS - FGC. QUALQUER RENTABILIDADE PREVISTA NOS DOCUMENTOS DA OFERTA NÃO REPRESENTA E NEM DEVERÁ SER CONSIDERADA, A QUA…","o naquilo em que forem afetados pelos fatos aqui comunicados. O Coordenador Líder esclarece que, até a data de divulgação deste Comunicado ao Mercado, não foram recebidas quaisquer intenções e/ou ordens de investimento nas Cotas. Desta forma, nos termos do artigo 69 da Resolução CVM 160, não será aplicável a concessão de prazo para desistência aos Investidores Profissionais, inclusive aqueles considerados Pessoas Vi…",1170453_emissao_emissao_1170453_2026-04-08.pdf
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,,3ª Série,emissão,"R$120.000.000,00","CUJO IMPLEMENTO NÃO DEPENDA DE ATUAÇÃO DIRETA OU INDIRETA DAS OFERTANTES OU DE PESSOAS A ELA VINCULADAS, NOS TERMOS DO ARTIGO 58 DA RESOLUÇÃO CVM 160. A OFERTA NÃO CONTA COM GARANTIA DO COORDENADOR LÍDER, DA ADMINISTRADORA, DO GESTOR OU DE QUALQUER MECANISMO DE SEGURO, OU DO FUNDO GARANTIDOR DE CRÉDITOS - FGC. QUALQUER RENTABILIDADE PREVISTA NOS DOCUMENTOS DA OFERTA NÃO REPRESENTA E NEM DEVERÁ SER CONSIDERADA, A QUA…","orrogação, revogação ou modificação da Oferta, o cronograma poderá ser alterado. Quaisquer comunicados ou anúncios relativos à Oferta serão disponibilizados na rede mundial de computadores da Administrador, do Gestor, do Coordenador Líder, da CVM e da B3, nos termos previstos no artigo 13 da Resolução CVM 160.Considera o prazo máximo de 180 (ce nto e oitenta) dias, contados da presente data, para subscrição ou aquis…",1158367_emissao_emissao_1158367_2026-04-09.pdf
CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,57.609.282/0001-46,,Cotas Seniores,evento de cota,,IAÇÃO DAS COTAS ................................................ 50 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA ........................................................................................... 50 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A ................. 52 CAPÍTULO X – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO .............. 55 CAPÍTULO XI - DOS ENCARGOS DA CLASSE A ..…,"V – COMPOSIÇÃO DO PATRIMÔNIO DA CLASSE A E DAS EMISSÕES DE COTAS ................................................................................ 38 CAPÍTULO V – CARACTERÍSTICAS, DIREITOS, CONDIÇÕES DE SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ............................................................... 40 CAPÍTULO VI – AMORTIZAÇÃO, AMORTIZAÇÃO EXTRAORDINÁRIA E RESGATE DAS COTAS ......................................…",757913_regulamento_regulamento_757913_2024-10-07.pdf
CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,57.609.282/0001-46,,Cotas Seniores,evento de cota,,IAÇÃO DAS COTAS ................................................ 49 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA ........................................................................................... 50 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A ................. 52 CAPÍTULO X – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO .............. 56 CAPÍTULO XI - DOS ENCARGOS DA CLASSE A ..…,"V – COMPOSIÇÃO DO PATRIMÔNIO DA CLASSE A E DAS EMISSÕES DE COTAS ................................................................................ 38 CAPÍTULO V – CARACTERÍSTICAS, DIREITOS, CONDIÇÕES DE SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ............................................................... 40 CAPÍTULO VI – AMORTIZAÇÃO, AMORTIZAÇÃO EXTRAORDINÁRIA E RESGATE DAS COTAS ......................................…",757915_regulamento_regulamento_757915_2024-10-11.pdf
CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,57.609.282/0001-46,,cotas seniores da Classe (“Cotas Seniores ”) e a 1ª,evento de cota,"R$ 1.000,00","s Investidores Profissionais, para a verificação da demanda pelas Cotas Seniores e pelas Cotas Subordinadas Mezanino sem lotes mínimos ou máximos e, conforme o caso, para, em caso de excesso de demanda, verificar se haverá emissão, e em qual quantidade, das Cotas do Lote Adicional , e para verificação da Taxa Máxima de Remuneração Sênior e da Taxa Máxima de Remuneração Mezanino, conforme definidas nos respectivos Ap…","8/10/2025 29 08/04/2027 12 08/11/2025 30 08/05/2027 13 08/12/2025 31 08/06/2027 14 08/01/2026 32 08/07/2027 15 08/02/2026 33 08/08/2027 16 08/03/2026 34 08/09/2027 17 08/04/2026 35 08/10/2027 18 08/05/2026 36 08/11/2027 (xiii) Período de Carência: desde a Data de Emissão até 07 de junho de 2027; (xiv) Datas de Amortização Programada (cronograma de Amortizações Programadas): 08/06/2027 16,6667% 08/07/2027 33,3333% 08…",757917_regulamento_regulamento_757917_2024-10-11.pdf
CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,57.609.282/0001-46,,cotas seniores da 1ª (primeira) emissão de cotas,evento de cota,"R$ 1.680.000.000,00","(xi) Benchmark: variação da Taxa DI acrescida de, no máximo, 0,85% (oitenta e cinco centésimos por cento) ao ano calculado por Dia Útil à base de 1/252 (um inteiro e duzentos e cinquenta e dois avos), a ser definido em procedimento de bookbuilding a ser conduzido durante a oferta pública; (xii) Datas de Pagamento de Remuneração (durante o Período de Carência): 1 08/12/2024 19 08/06/2026 2 08/01/2025 20 08/07/2026 3…","8/10/2025 29 08/04/2027 12 08/11/2025 30 08/05/2027 13 08/12/2025 31 08/06/2027 14 08/01/2026 32 08/07/2027 15 08/02/2026 33 08/08/2027 16 08/03/2026 34 08/09/2027 17 08/04/2026 35 08/10/2027 18 08/05/2026 36 08/11/2027 (xiii) Período de Carência: desde a Data de Emissão até 07 de junho de 2027; (xiv) Datas de Amortização Programada (cronograma de Amortizações Programadas): 08/06/2027 16,6667% 08/07/2027 33,3333% 08…",757906_regulamento_regulamento_757906_2024-10-14.pdf
CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,57.609.282/0001-46,,Cotas Seniores,evento de cota,,"CNPJ sob o nº 09.215.250/0001 -13, ou, desde que previamente informado à Agência de Classificação de Risco e confirmado que a aplicação não acarretará o rebaixamento da classificação de risco das Cotas Seniores, cotas de outros fundos de investimento de renda fixa ou de fundos de investimento referenciados à taxa do CDI, com liquidez diária, cujas carteiras sejam compostas exclusivamente por ativos de baixo risco id…","stadores de Serviços Essenciais d a CLASSE A – RESPONSABILIDADE LIMITADA DO CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO , classe de investimento em direitos creditórios inscrita no CNPJ sob o nº 57.609.282/0001-46 (“Classe”), constituída sob a forma de condomínio fechado, com prazo indeterminado de duração, pertencente ao CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS C…",770926_regulamento_regulamento_770926_2024-11-01.pdf
CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,57.609.282/0001-46,,Cotas Seniores,evento de cota,,IAÇÃO DAS COTAS ................................................ 48 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA ........................................................................................... 49 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A ................. 51 CAPÍTULO X – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO .............. 55 CAPÍTULO XI - DOS ENCARGOS DA CLASSE A ..…,"V – COMPOSIÇÃO DO PATRIMÔNIO DA CLASSE A E DAS EMISSÕES DE COTAS ................................................................................ 37 CAPÍTULO V – CARACTERÍSTICAS, DIREITOS, CONDIÇÕES DE SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ............................................................... 39 CAPÍTULO VI – AMORTIZAÇÃO, AMORTIZAÇÃO EXTRAORDINÁRIA E RESGATE DAS COTAS ......................................…",770927_regulamento_regulamento_770927_2024-11-01.pdf
CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,57.609.282/0001-46,,COTAS SENIORES,evento de cota,,,,772663_evento_evento_772663_2024-11-06.pdf
CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,57.609.282/0001-46,,COTAS SENIORES E DE COTAS SUBORDINADAS,emissão,"R$ 1.000,00",,,774347_emissao_emissao_774347_2024-11-07.pdf
CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,57.609.282/0001-46,,Cotas Seniores,evento de cota,,CAPÍTULO VII - NEGOCIAÇÃO DAS COTAS ........................................... 49 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA.................................................................................. 49 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A ............... 51 CAPÍTULO X – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO ............. 55 CAPÍTULO XI - DOS ENCARGOS DA CLASSE A.…,"..... 34 CAPÍTULO IV – COMPOSIÇÃO DO PATRIMÔNIO DA CLASSE A E DAS EMISSÕES DE COTAS ........................................................................ 37 CAPÍTULO V – CARACTERÍSTICAS, DIREITOS, CONDIÇÕES DE SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS......................................................... 39 CAPÍTULO VI – AMORTIZAÇÃO, AMORTIZAÇÃO EXTRAORDINÁRIA E RESGATE DAS COTAS ..................................…",993693_regulamento_regulamento_993693_2025-09-04.pdf
CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,57.609.282/0001-46,,,evento de cota,,,,1086719_assembleia_assembleia_1086719_2026-01-14.pdf
CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,,1ª série,evento de cota,"R$ 1,00","totalidade das Cotas; Clicksign a16fb235-393a-4063-b04f-e71cf5173215 Corporativo | Interno (x) Benchmark: variação da Taxa DI acrescida de 0,95% (noventa e cinco centésimos por cento) ao ano, calculado por Dia Útil à base de 1/252 (um inteiro e duzentos e cinquenta e dois avos); (xi) Datas de Pagamento de Remuneração: Datas 23/1/2028 23/5/2025 23/2/2028 23/6/2025 23/3/2028 23/7/2025 23/4/2028 23/8/2025 23/5/2028 23/…",27 23/1/2030 23/5/2027 23/2/2030 23/6/2027 23/3/2030 23/7/2027 23/4/2030 23/8/2027 23/9/2027 23/10/2027 23/11/2027 23/12/2027 Clicksign a16fb235-393a-4063-b04f-e71cf5173215 Corporativo | Interno (xii) Período de Carência de Principal: desde a Data de Emissão até 23 de abril de 2029; (xiii) Datas de Amortização Programada (cronograma de Amortizações Programadas): Data % sobre o Saldo Inicial % sobre o Saldo Atualizad…,883040_regulamento_regulamento_883040_2025-04-11.pdf
CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,,Cotas Seniores,evento de cota,,IAÇÃO DAS COTAS ................................................ 49 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA ........................................................................................... 50 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A ................. 51 CAPÍTULO X – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO .............. 55 CAPÍTULO XI - DOS ENCARGOS DA CLASSE A ..…,"V – COMPOSIÇÃO DO PATRIMÔNIO DA CLASSE A E DAS EMISSÕES DE COTAS ................................................................................ 37 CAPÍTULO V – CARACTERÍSTICAS, DIREITOS, CONDIÇÕES DE SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ............................................................... 39 CAPÍTULO VI – AMORTIZAÇÃO, AMORTIZAÇÃO EXTRAORDINÁRIA E RESGATE DAS COTAS ......................................…",883045_regulamento_regulamento_883045_2025-04-11.pdf
CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,,COTAS SENIORES DA 1ª (PRIMEIRA) E DA 2ª,emissão,"R$ 3.141.592.653,59",,,883159_emissao_emissao_883159_2025-04-11.pdf
CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,,1ª série,emissão,"R$ 1.650.000.000,00",,,883612_emissao_emissao_883612_2025-04-22.pdf
CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,,1ª série,emissão,"R$ 3.141.592.653,59",,,884542_emissao_emissao_884542_2025-04-24.pdf
CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,,Cotas Seniores,evento de cota,,CAPÍTULO VII - NEGOCIAÇÃO DAS COTAS ........................................... 49 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA.................................................................................. 50 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A ............... 51 CAPÍTULO X – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO ............. 55 CAPÍTULO XI - DOS ENCARGOS DA CLASSE A.…,"..... 34 CAPÍTULO IV – COMPOSIÇÃO DO PATRIMÔNIO DA CLASSE A E DAS EMISSÕES DE COTAS ........................................................................ 37 CAPÍTULO V – CARACTERÍSTICAS, DIREITOS, CONDIÇÕES DE SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS......................................................... 39 CAPÍTULO VI – AMORTIZAÇÃO, AMORTIZAÇÃO EXTRAORDINÁRIA E RESGATE DAS COTAS ..................................…",993687_regulamento_regulamento_993687_2025-09-04.pdf
CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,,,evento de cota,,,,1086219_assembleia_assembleia_1086219_2026-01-14.pdf
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,,,evento de cota,,"e local para que seja feita a entrega dos ativos, ou (ii) não tenha sido eleito um administrador para o condomínio, nos termos 32 solicitados pelo Administrador na notificação referida no item 1 8.4.1, o Administrador poderá promover a consignação dos ativos, na forma do Artigo 334 do Código Civil Brasileiro. 19. REMUNERAÇÃO E ENCARGOS DO FUNDO 19.1. Pela administração do Fundo, nela compreendida as atividades do Ad…","egulamentação aplicável; (vii) elaborar e divulgar as informações periódicas e eventuais do Fundo; (viii) manter atualizada junto à CVM a lista de todos os prestadores de serviços contratados pelo FUNDO, inclusive os prestadores de serviços essenciais, bem como as demais informações cadastrais do Fundo; (ix) efetuar a amortização das Cotas, conforme orientação prévia do Consultor; (x) monitorar, na esfera de sua com…",978252_regulamento_regulamento_978252_2025-08-25.pdf
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,,,evento de cota,"R$ 4.329.896.908,00",,,983001_regulamento_regulamento_983001_2025-09-02.pdf
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,,,evento de cota,,"e local para que seja feita a entrega dos ativos, ou (ii) não tenha sido eleito um administrador para o condomínio, nos termos 32 solicitados pelo Administrador na notificação referida no item 1 8.4.1, o Administrador poderá promover a consignação dos ativos, na forma do Artigo 334 do Código Civil Brasileiro. 19. REMUNERAÇÃO E ENCARGOS DO FUNDO 19.1. Pela administração do Fundo, nela compreendida as atividades do Ad…","egulamentação aplicável; (vii) elaborar e divulgar as informações periódicas e eventuais do Fundo; (viii) manter atualizada junto à CVM a lista de todos os prestadores de serviços contratados pelo FUNDO, inclusive os prestadores de serviços essenciais, bem como as demais informações cadastrais do Fundo; (ix) efetuar a amortização das Cotas; (x) monitorar, na esfera de sua competência, as hipóteses de liquidação ante…",983002_regulamento_regulamento_983002_2025-09-02.pdf
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,,,evento de cota,,,"ações fiscais decorrentes dos fatos geradores ocorridos a partir do 1º (primeiro) dia útil subsequente à Data de Transferência, inclusive, caberão à Nova Administradora. 4 Corporativo | Externo 6.2.7. A Administradora se responsabiliza perante a Nova Administradora, ainda, pelo que segue: A. Encaminhar, no prazo de até 1 (um) dia útil antes da Data de Transferência, via digital formalizada da presente Ata; B. Efetua…",986165_assembleia_assembleia_986165_2025-09-05.pdf
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,,Cotas Seniores,evento de cota,,.................... 57 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA .......................................................................................................................... 57 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A .............................. 59 CAPÍTULO X – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO ......................... 64 CAPÍTULO XI - DOS ENCARGOS DA…,".........................................................................................................................43 CAPÍTULO V – CARACTERÍSTICAS, DIREITOS, CONDIÇÕES DE SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ......................................................................................... 46 CAPÍTULO VI – AMORTIZAÇÃO, AMORTIZAÇÃO EXTRAORDINÁRIA E RESGATE DAS COTAS .....................................…",988401_regulamento_regulamento_988401_2025-09-09.pdf
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,,,evento de cota,"R$ 1.000,00","ntos e cinquenta e dois) Dias Úteis, expressa na forma percentual ao ano (Taxa DI) acrescida de 0,75% (setenta e cinco centésimos por cento) ao ano calculado por Dia Útil à base de 1/252 (um inteiro e duzentos e cinquenta e dois avos), o qual será aplicável a partir da Data de Referência; (xiii) Datas de Pagamento de Remuneração: Datas 15/06/2028 15/10/2025 15/07/2028 15/11/2025 15/08/2028 15/12/2025 15/09/2028 15/0…","”, a ser celebrado entre a Classe, a CloudWalk , a Administradora, o Gestor e o Custodiante (“Contrato de Cessão”); VII. a definição da data-base para fins de início da incorporação do Benchmark ao valor das cotas da Subclasse Sênior, Subclasse Subordinada Mezanino A e Subclasse Subordinada Mezanino B; e VIII. a amortização extraordinária das cotas da Subclasse Subordinada Júnior. DELIBERAÇÕES: analisadas as matéria…",988402_regulamento_regulamento_988402_2025-09-09.pdf
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,,COTAS SENIORES,emissão,"R$ 4.200.000.000,00","AL A data de referência para o cálculo do valor nominal unitário das Cotas objeto da Oferta é o dia 15 de setembro de 2025 (“Data de Referência”). Nos termos da assembleia geral de cotistas da Classe realizada em 8 de setembro de 2025, apenas a partir da cota de fechamento do dia 16 de setembro de 2025 (inclusive), o Benchmark (conforme definido no Regulamento) será incorporado ao valor das Cotas, para fins de cálcu…",,990027_emissao_emissao_990027_2025-09-12.pdf
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,,COTAS SENIORES,emissão,"R$ 4.200.000.000,00","A data de referência para o cálculo do valor nominal unitário das Cotas objeto da Oferta é o dia 15 de setembro de 2025 (“Data de Referência”). Nos termos da assembleia geral de cotistas da Classe realizada em 8 de setembro de 2025, apenas a partir da cota de fechamento do dia 16 de setembro de 2025 (inclusive), o Benchmark (conforme definido no Regulamento) será incorporado ao valor das Cotas, para fins de cálculo…",,990088_emissao_emissao_990088_2025-09-12.pdf
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,,COTAS SENIORES,emissão,"R$ 1.000,00",,,993253_emissao_emissao_993253_2025-09-16.pdf
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,,2ª série,evento de cota,"R$96.850,00","nos respectivos apêndices, conforme previstos no Anexo I, Anexo II e Anexo III ao presente instrumento; 757468813.3 (ii) a alteração dos itens 10.1.1, 10.2.1 e 10.3.1 do Regulamento, condicionada à aprovação da matéria disposta no item (i) acima, os quais passarão a vigorar com as seguintes redações: “10.1.1. A remuneração prevista no item 10.1. acima, não poderá exceder ao valor mensal de R$96.850,00 (noventa e sei…",buições de Remuneração relativas às suas Cotas Seniores e às Cotas Subordinadas Mezanino. O Período de Carência de Principal deverá iniciar -se na data especificada nos respectivos 757468813.3 Apêndices das séries de Cotas Seniores e/ou Cotas Subordinadas Mezanino e terminar com o início do respectivo Período de Amortização ou a ocorrência de um Evento de Liquidação. (xi) a alteração do “ Índice de Subordinação Sêni…,1102980_assembleia_assembleia_1102980_2026-02-19.pdf
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,,2ª série,evento de cota,"R$96.850,00","os respectivos apêndices, conforme previstos no Anexo I, Anexo II e Anexo III ao presente instrumento; 757468813.3 (ii) a alteração dos itens 10.1.1, 10.2.1 e 10.3.1 do Regulamento, condicionada à aprovação da matéria disposta no item (i) acima, os quais passarão a vigorar com as seguintes redações: “10.1.1. A remuneração prevista no item 10.1. acima, não poderá exceder ao valor mensal de R$96.850,00 (noventa e seis…",buições de Remuneração relativas às suas Cotas Seniores e às Cotas Subordinadas Mezanino. O Período de Carência de Principal deverá iniciar -se na data especificada nos respectivos 757468813.3 Apêndices das séries de Cotas Seniores e/ou Cotas Subordinadas Mezanino e terminar com o início do respectivo Período de Amortização ou a ocorrência de um Evento de Liquidação. (xi) a alteração do “ Índice de Subordinação Sêni…,1103059_assembleia_assembleia_1103059_2026-02-19.pdf
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,,2ª série,evento de cota,"R$96.850,00","as detalhadas nos respectivos apêndices, conforme previstos no Anexo I, Anexo II e Anexo III ao presente instrumento; (ii) a alteração dos itens 10.1.1, 10.2.1 e 10.3.1 do Regulamento, condicionada à aprovação da matéria disposta no item (i) acima, os quais passarão a vigorar com as seguintes redações: “10.1.1. A remuneração prevista no item 10.1. acima, não poderá exceder ao valor mensal de R$96.850,00 (noventa e s…",eito às distribuições de Remuneração relativas às suas Cotas Seniores e às Cotas Subordinadas Mezanino. O Período de Carência de Principal deverá iniciar -se na data especificada nos respectivos Apêndices das séries de Cotas Seniores e/ou Cotas Subordinadas Mezanino e terminar com o início do respectivo Período de Amortização ou a ocorrência de um Evento de Liquidação. INSTRUMENTO PARTICULAR DE CONCLUSÃO DA CONSULTA…,1117772_assembleia_assembleia_1117772_2026-02-19.pdf
